customer_id,customer_name,email,registration_date,customer_type
CUST00045,Sandra Williams,kellie42@example.net,2025-04-24,REGULAR
CUST00046,Michael Hoffman,jonesnicole@example.org,2025-07-20,REGULAR
CUST00047,Sandra Aguilar,russellwilliams@example.com,2024-04-27,PREMIUM
CUST00048,Rebecca Valencia,jason31@example.com,2026-02-26,REGULAR
CUST00049,Stacey Russell,sarayoung@example.org,2024-10-27,REGULAR
CUST00050,Rita Keith,whitesandra@example.com,2024-01-04,VIP
CUST00051,Sharon Cochran,erik16@example.org,2026-02-19,REGULAR
CUST00052,Courtney Velasquez,ybailey@example.org,2024-04-18,REGULAR
CUST00053,Matthew Ross,michelle45@example.net,2025-10-16,REGULAR
CUST00054,Meghan Anthony,sheila14@example.org,2024-06-05,PREMIUM
CUST00055,Victoria Johnson,yreed@example.com,2025-07-06,PREMIUM
CUST00056,William Wilson,jonathanfletcher@example.org,2025-09-05,REGULAR
CUST00057,Renee Mcdaniel,michaeljones@example.net,2024-04-24,PREMIUM
CUST00058,Lisa Alvarado,cortezkevin@example.com,2026-05-01,REGULAR
CUST00059,Erika Terry,jamesortega@example.com,2024-09-03,PREMIUM
CUST00060,Stephanie Gilbert,richard04@example.com,2024-03-28,PREMIUM
CUST00061,Richard Lawson,steven73@example.net,2026-02-17,PREMIUM
CUST00062,Steven Flynn,donnacampbell@example.net,2024-05-11,PREMIUM
CUST00063,Frances Cardenas,emilywalker@example.org,2024-06-18,REGULAR
CUST00064,Angel Riggs,gibsonolivia@example.net,2025-09-13,VIP
CUST00065,Michael Snyder,dylanwatts@example.org,2025-07-06,PREMIUM
CUST00066,Colleen Brock,pwilliams@example.org,2025-02-12,REGULAR
CUST00067,Robert Contreras,stephanie79@example.net,2026-07-10,REGULAR
CUST00068,Jessica Meadows,vmerritt@example.com,2024-09-10,REGULAR
CUST00069,Paul Larsen,katie87@example.net,2024-01-22,REGULAR
CUST00070,Jeremiah Reeves,josephflores@example.net,2025-08-25,REGULAR
CUST00071,Chris Reyes,jasminebrown@example.com,2025-12-25,REGULAR
CUST00072,John Brown,xprice@example.net,2024-03-10,PREMIUM
CUST00073,Alicia Gilmore,wwoods@example.com,2024-03-13,REGULAR
CUST00074,Sarah Ashley,vmedina@example.net,2025-11-16,REGULAR
CUST00075,Stephanie Freeman,ryan06@example.com,2024-05-15,REGULAR
CUST00076,Rebecca Ramsey,ncalhoun@example.net,2024-09-05,PREMIUM
CUST00077,James Elliott,millerroy@example.com,2024-07-13,REGULAR
CUST00078,David Murphy,wmurphy@example.com,2025-03-17,REGULAR
CUST00079,Trevor Fisher,ruizkaitlyn@example.org,2025-04-23,REGULAR
CUST00080,Mrs. Marie Harrington DDS,herringjames@example.org,2025-10-23,REGULAR
CUST00081,Cynthia Wells,elliottjeffery@example.net,2026-01-15,PREMIUM
CUST00082,Jacob Obrien,stricklandfrank@example.com,2024-04-21,REGULAR
CUST00083,Alexander Collins,tsanders@example.org,2025-07-03,REGULAR
CUST00084,Michael Burton,terrykevin@example.net,2024-07-06,REGULAR
CUST00085,Barbara Riggs,reedross@example.com,2026-06-14,REGULAR
CUST00086,Matthew Smith,gshort@example.com,2026-06-01,REGULAR
CUST00087,Madison Poole,ryangross@example.net,2025-10-29,PREMIUM
CUST00088,Robert Medina,customer.email.com,2024-04-05,REGULAR
CUST00089,Samuel Rivas,ramirezshannon@example.com,2025-05-12,REGULAR
CUST00090,Mary Rogers,lrosales@example.com,2025-02-14,REGULAR
CUST00091,Robert Peterson,angela83@example.org,2024-01-03,REGULAR
CUST00092,Jason Peters,hannahbrewer@example.com,2026-03-13,REGULAR
CUST00093,Alan Phillips,tholt@example.net,2025-12-14,REGULAR
CUST00094,Kara Schmidt,jbarajas@example.com,2025-05-13,REGULAR
CUST00095,Jesse Parker,davidlee@example.org,2024-08-10,REGULAR
CUST00096,Tiffany Vaughn,javierwashington@example.net,2025-07-09,PREMIUM
CUST00097,Paige Carlson,wallkenneth@example.com,2024-02-28,REGULAR
CUST00098,Adrian Ferguson,brandon08@example.com,2025-05-29,REGULAR
CUST00099,Beth Oneill,agarcia@example.net,2025-06-04,PREMIUM
CUST00100,John Peterson,kingmichelle@example.org,2024-03-11,REGULAR
CUST00101,Jennifer Jones,hernandezlisa@example.com,2026-06-01,REGULAR
CUST00102,David Grant,yobrien@example.net,2026-06-30,REGULAR
CUST00103,Joseph Hayes,levans@example.com,2025-08-31,REGULAR
CUST00104,Marc Lynch,mezajared@example.org,2025-03-05,REGULAR
CUST00105,Brad Allen,moorericky@example.net,2025-06-19,PREMIUM
CUST00106,Doris Hall,jacqueline71@example.net,2024-07-28,REGULAR
CUST00107,Dennis Moody,ronaldstephens@example.net,2025-02-09,REGULAR
CUST00108,Derek Thomas,martinkyle@example.net,2024-11-03,REGULAR
CUST00109,Tammy Gonzales,sbarker@example.com,2026-02-08,REGULAR
CUST00110,Kathryn Snyder,georgepamela@example.net,2025-09-28,VIP
CUST00111,David Davis,keyemily@example.com,2024-03-16,REGULAR
CUST00112,Pamela Thompson,customer.email.com,2024-09-28,PREMIUM
CUST00113,Robert Costa,vbailey@example.com,2026-06-21,PREMIUM
CUST00114,Shannon Rivera,zroberts@example.net,2025-01-13,REGULAR
CUST00115,Brandon King,cordovarichard@example.net,2026-05-03,PREMIUM
CUST00116,April Booth,mgutierrez@example.net,2025-09-18,REGULAR
CUST00117,Peter Garrett,harrisandrea@example.com,2025-11-14,REGULAR
CUST00118,Michael Martinez,jennifercollins@example.org,2025-11-10,PREMIUM
CUST00119,Anna Gay,murraydavid@example.org,2024-05-17,REGULAR
CUST00120,Dr. Jordan Hill PhD,jsanchez@example.org,2024-04-19,REGULAR
CUST00121,Thomas Romero,michellehill@example.com,2024-10-15,REGULAR
CUST00122,Richard Adams,campbellkenneth@example.net,2024-12-17,REGULAR
CUST00123,Mary Grimes,wryan@example.com,2026-05-23,REGULAR
CUST00124,Kimberly Gibson,molly39@example.com,2024-09-14,REGULAR
CUST00125,Reginald Williams,zthornton@example.com,2025-03-09,REGULAR
CUST00126,Matthew Hoover,tylerjohnson@example.net,2024-12-07,REGULAR
CUST00127,Evelyn Garcia,dgarcia@example.org,2024-09-25,PREMIUM
CUST00128,Jennifer Pena,charlesharrington@example.com,2025-07-18,REGULAR
CUST00129,Michael Santos,melissa86@example.com,2024-04-24,PREMIUM
CUST00130,Stacy Freeman,williamsonjimmy@example.net,2025-12-08,REGULAR
CUST00131,Yolanda Francis,wgood@example.net,2026-05-04,REGULAR
CUST00132,Ashlee Jackson,rebecca05@example.org,2024-05-31,REGULAR
CUST00133,James Thomas,yknight@example.org,2024-11-11,PREMIUM
CUST00134,Bob Pitts,tyleraguilar@example.org,2026-03-26,PREMIUM
CUST00135,David Scott,nolansteven@example.com,2024-08-03,REGULAR
CUST00136,Brooke Alexander,vanessa46@example.net,2024-12-28,PREMIUM
CUST00137,Ryan Gonzalez,gcastaneda@example.org,2025-02-20,PREMIUM
CUST00138,Ian Phillips,andrew64@example.org,2024-08-30,VIP
CUST00139,Melissa Garner,lozanojulie@example.com,2026-04-10,PREMIUM
CUST00140,Crystal Pham,danaoliver@example.net,2024-01-26,PREMIUM
CUST00141,Patricia Becker,courtneyberger@example.net,2024-12-06,PREMIUM
CUST00142,Richard Johnson,jessica14@example.com,2026-06-03,REGULAR
CUST00143,Casey Anderson,alyssa42@example.com,2026-03-17,REGULAR
CUST00144,Terry Coffey,julie51@example.com,2024-02-09,REGULAR
CUST00145,Brenda Levy,zcoffey@example.net,2026-04-16,REGULAR
CUST00146,Richard Smith,gibsonemily@example.net,2026-04-20,REGULAR
CUST00147,James Little,daniel37@example.org,2025-11-06,REGULAR
CUST00148,Terri Murphy,deborahreid@example.com,2024-10-12,VIP
CUST00149,Elizabeth Ortiz,brandonjohnson@example.com,2024-10-12,REGULAR
CUST00150,David Medina,qchavez@example.net,2025-02-13,REGULAR
CUST00151,Kimberly Matthews,nicolepena@example.com,2024-01-29,PREMIUM
CUST00152,Teresa Ramirez,jeff73@example.com,2024-09-24,REGULAR
CUST00153,Michael Stephens,bruce43@example.org,2024-09-28,REGULAR
CUST00154,Samantha Davis,darleneharper@example.org,2025-03-20,PREMIUM
CUST00155,Gavin Zhang,caseyhubbard@example.org,2024-11-17,REGULAR
CUST00156,Robin Hall,kristinacarlson@example.com,2025-06-07,REGULAR
CUST00157,Brianna Anderson,lauren10@example.org,2025-08-13,REGULAR
CUST00158,Richard Young,alfred40@example.org,2025-12-26,REGULAR
CUST00159,Kelly Reese,xwest@example.net,2026-04-05,REGULAR
CUST00160,Jodi Walker,acostaregina@example.net,2026-01-29,REGULAR
CUST00161,Judith Maynard,lutzmelanie@example.com,2024-03-12,REGULAR
CUST00162,Katherine Browning,lammarc@example.org,2025-11-10,PREMIUM
CUST00163,Donald Schultz,oscar98@example.com,2024-11-03,REGULAR
CUST00164,Larry Garcia,farrelldebra@example.net,2025-02-22,REGULAR
CUST00165,Cindy Hayes,robertwilcox@example.com,2024-10-29,REGULAR
CUST00166,Brandon Simmons,nicholas27@example.org,2025-03-06,REGULAR
CUST00167,Bradley Reynolds,lisa80@example.net,2026-07-13,REGULAR
CUST00168,Kristina Santiago,qgomez@example.com,2024-11-04,REGULAR
CUST00169,Michelle Schmitt,michael98@example.org,2024-01-01,REGULAR
CUST00170,John Boone,megan51@example.com,2025-03-16,REGULAR
CUST00171,Renee Bruce,lynchdiane@example.net,2024-11-25,REGULAR
CUST00172,Christopher Park,sandra50@example.org,2025-11-22,REGULAR
CUST00173,Kylie Morales,joycebonilla@example.org,2026-03-23,REGULAR
CUST00174,Cindy Barnes,eric45@example.net,2024-10-17,REGULAR
CUST00175,Sophia Moore,craigjoseph@example.net,2025-09-26,REGULAR
CUST00176,Lawrence Perry,kariwilson@example.com,2026-02-08,REGULAR
CUST00177,Michael Watkins,brandon69@example.org,2024-08-18,REGULAR
CUST00178,Eric Clark,kathrynroberts@example.org,2024-02-17,VIP
CUST00179,Paul Thompson,opatel@example.net,2025-09-17,REGULAR
CUST00180,Mary Gomez,chensley@example.com,2026-06-26,REGULAR
CUST00181,Thomas Atkins,tberry@example.net,2026-01-05,REGULAR
CUST00182,Brian Smith,george97@example.net,2024-09-06,REGULAR
CUST00183,Anita Richard,ryanmorales@example.org,2024-01-06,PREMIUM
CUST00184,Eric Morgan,kimberly18@example.net,2024-08-12,PREMIUM
CUST00185,Jordan Bullock,michael23@example.org,2025-12-13,REGULAR
CUST00186,Craig Morrison,thompsonkendra@example.com,2025-07-24,PREMIUM
CUST00187,Justin Riley,michelle52@example.com,2024-05-04,REGULAR
CUST00188,Jeremy Turner,brittany58@example.org,2025-04-20,VIP
CUST00189,Jesse Brown,chase19@example.net,2025-09-01,VIP
CUST00190,Julie Spencer,colelisa@example.net,2026-07-01,REGULAR
CUST00191,Larry Mason,hayeslisa@example.com,2026-01-06,REGULAR
CUST00192,Mrs. Maria Williams,hritter@example.net,2026-07-17,REGULAR
CUST00193,Helen Hardin,vortiz@example.net,2024-06-11,REGULAR
CUST00194,Rachel Holland,riveraangela@example.com,2026-02-08,PREMIUM
CUST00195,Nathaniel Douglas,mathewaguilar@example.org,2024-10-10,REGULAR
CUST00196,Emily Douglas,tanderson@example.org,2024-09-01,REGULAR
CUST00197,James Conner,elizabethcalderon@example.net,2025-12-31,REGULAR
CUST00198,Susan Davis DDS,andrew42@example.org,2024-12-09,PREMIUM
CUST00199,Ralph Lee,ericphillips@example.org,2024-03-23,REGULAR
CUST00200,Kimberly Rodgers,stanleynancy@example.net,2025-01-27,PREMIUM
CUST00201,James Martin,jenniferwilliams@example.com,2024-03-06,REGULAR
CUST00202,Cynthia Wallace,karen73@example.net,2025-07-09,REGULAR
CUST00203,Vincent Mueller,michealvalentine@example.com,2024-07-30,REGULAR
CUST00204,Douglas Reyes,mburch@example.net,2026-02-27,PREMIUM
CUST00205,David Davidson,angela18@example.org,2024-01-21,REGULAR
CUST00206,Phillip Nelson,mariahdavis@example.org,2024-01-07,REGULAR
CUST00207,Stacey Arias,gbrown@example.com,2025-02-03,REGULAR
CUST00208,Zachary Brooks,florescory@example.net,2026-01-22,PREMIUM
CUST00209,Raven Taylor,samantha72@example.net,2026-07-08,REGULAR
CUST00210,Luis Bullock,scottmary@example.net,2024-10-06,REGULAR
CUST00211,Lisa Henderson,john10@example.org,2025-02-02,REGULAR
CUST00212,Riley Bryant,copelandvincent@example.net,2026-03-28,PREMIUM
CUST00213,Jose Allen,kellysmith@example.com,2026-05-10,PREMIUM
CUST00214,Jason Beck,millsmichael@example.net,2025-09-29,REGULAR
CUST00215,Rachel Romero,myerstheodore@example.net,2025-02-07,REGULAR
CUST00216,James Burgess,kristina53@example.net,2024-01-28,REGULAR
CUST00217,Ashley Perkins,dennis58@example.com,2024-05-18,REGULAR
CUST00218,Carrie Maxwell,epollard@example.net,2024-09-23,REGULAR
CUST00219,Chad Baldwin,mjohnson@example.org,2025-04-10,REGULAR
CUST00220,Stacey Stewart,zachary87@example.com,2026-06-19,REGULAR
CUST00221,Matthew Mitchell,glennmartin@example.org,2026-05-01,REGULAR
CUST00222,Jessica Ross,ykline@example.com,2024-03-24,REGULAR
CUST00223,Kathleen Jimenez,laurie61@example.com,2025-07-06,VIP
CUST00224,Samantha Gardner,curtis54@example.com,2024-12-24,REGULAR
CUST00225,Mitchell Jackson,cbell@example.net,2026-03-10,REGULAR
CUST00226,Heather Bolton,danielle01@example.net,2024-02-01,REGULAR
CUST00227,Heidi Owen,stephaniethomas@example.net,2024-01-21,REGULAR
CUST00228,Jessica Martinez,kimberlydiaz@example.com,2024-05-09,REGULAR
CUST00229,Amanda Hernandez,xrush@example.com,2025-07-31,REGULAR
CUST00230,Laura Moreno,redwards@example.org,2024-09-19,REGULAR
CUST00231,Allison Lopez,hmcintyre@example.com,2025-09-13,PREMIUM
CUST00232,Michele Lewis,heather73@example.org,2024-06-16,REGULAR
CUST00233,Benjamin Thompson,zosborn@example.net,2024-01-27,REGULAR
CUST00234,Victoria Contreras,piercekelly@example.com,2026-07-18,REGULAR
CUST00235,Michelle Ho,laurahicks@example.org,2026-01-02,REGULAR
CUST00236,Dr. Cynthia Snyder,angela57@example.net,2025-12-08,REGULAR
CUST00237,Stephen Jones,ukey@example.com,2025-12-14,PREMIUM
CUST00238,Patricia Morrow,martinezlogan@example.org,2025-09-06,PREMIUM
CUST00239,Michael Cooper,katrinaanderson@example.net,2025-08-02,REGULAR
CUST00240,Amy Martinez,kevinmartin@example.net,2025-03-14,REGULAR
CUST00241,Travis Stone,meghan43@example.net,2025-10-25,REGULAR
CUST00242,Denise Weber,shawgary@example.net,2025-03-06,REGULAR
CUST00243,Matthew Le,megan90@example.org,2025-01-05,PREMIUM
CUST00244,Travis Wise,debra96@example.net,2025-04-15,REGULAR
CUST00245,Kathleen Burton,dawn47@example.org,2026-01-21,VIP
CUST00246,Melinda Evans,barkereric@example.com,2024-10-03,PREMIUM
CUST00247,Mr. Lawrence Edwards,jessica56@example.org,2025-07-05,REGULAR
CUST00248,Kayla Rodriguez,stevenadams@example.org,2026-04-25,REGULAR
CUST00249,Anthony Dougherty,kwright@example.com,2026-05-22,PREMIUM
CUST00250,Michelle Lee,tyronerobertson@example.com,2024-03-29,PREMIUM
CUST00251,Kathleen Davis,pwagner@example.org,2024-09-06,REGULAR
CUST00252,Amber Campbell,amitchell@example.org,2025-11-15,REGULAR
CUST00253,Stephen Luna,zdiaz@example.org,2025-05-21,REGULAR
CUST00254,Chloe Tran,hughesshannon@example.net,2024-08-05,PREMIUM
CUST00255,William Becker,user@,2024-12-14,PREMIUM
CUST00256,Gina Mcmillan,jameshicks@example.net,2025-12-19,REGULAR
CUST00257,Andrew Reeves,jstone@example.net,2025-06-13,REGULAR
CUST00258,Brenda Velazquez,francisco94@example.net,2026-01-07,REGULAR
CUST00259,Ronald Patel,thomas05@example.com,2026-02-15,REGULAR
CUST00260,Veronica Silva,carlsonjoseph@example.net,2025-10-23,REGULAR
CUST00261,Paula Lane,silvageorge@example.net,2024-01-18,REGULAR
CUST00262,Patricia James,anthonyvaughan@example.org,2025-02-18,REGULAR
CUST00263,Jeremy Barnes,avaughn@example.net,2025-08-18,REGULAR
CUST00264,Tami Salas,thorntonapril@example.net,2025-06-27,REGULAR
CUST00265,Matthew Fox,sue78@example.com,2026-02-02,REGULAR
CUST00266,Megan Dillon,chelsea33@example.com,2025-12-20,REGULAR
CUST00267,Courtney Dudley,kellie37@example.com,2024-09-14,REGULAR
CUST00268,Justin Michael,keith98@example.com,2024-07-16,REGULAR
CUST00269,Jennifer Reed,kellyroberts@example.net,2025-07-02,REGULAR
CUST00270,Thomas Douglas,ilewis@example.com,2026-01-26,REGULAR
CUST00271,Melissa Taylor,johnsantiago@example.net,2025-08-26,REGULAR
CUST00272,David Garcia,jennifer12@example.org,2024-04-12,REGULAR
CUST00273,Vanessa Moore,mwoods@example.com,2025-01-04,REGULAR
CUST00274,Matthew Velez,pearsonjesse@example.net,2025-12-26,REGULAR
CUST00275,Taylor Gentry,robertmonroe@example.org,2024-02-16,REGULAR
CUST00276,Jennifer Simpson DVM,nancy04@example.net,2025-12-15,REGULAR
CUST00277,Tanya Rogers,ihays@example.net,2026-02-09,REGULAR
CUST00278,Todd Rosales MD,lisarivera@example.net,2024-01-13,REGULAR
CUST00279,David Lopez,krystal93@example.org,2025-05-05,REGULAR
CUST00280,Margaret Sullivan,frobertson@example.com,2024-02-22,PREMIUM
CUST00281,Cathy Taylor,shari04@example.com,2025-05-04,PREMIUM
CUST00282,Paul Finley,brandi90@example.com,2025-02-14,REGULAR
CUST00283,Melissa Brown,marshallerik@example.net,2025-10-06,REGULAR
CUST00284,Stephanie Padilla,hannah45@example.net,2026-04-10,PREMIUM
CUST00285,Tyler Mendoza,madkins@example.com,2024-03-28,REGULAR
CUST00286,Joshua Ruiz,kathleenbecker@example.net,2026-02-21,REGULAR
CUST00287,Angela Griffin,christian91@example.org,2026-03-20,REGULAR
CUST00288,Stephanie Harris,franklinbond@example.com,2025-06-19,REGULAR
CUST00289,Daniel Aguilar,nolansean@example.org,2025-03-29,PREMIUM
CUST00290,Jose Bryant,hansenemily@example.com,2025-03-15,REGULAR
CUST00291,Jennifer Velasquez,bethwilliams@example.com,2024-03-02,VIP
CUST00292,Kimberly Brown,andersenthomas@example.com,2024-04-11,REGULAR
CUST00293,Randy Cannon,ybrooks@example.com,2024-09-27,REGULAR
CUST00294,Susan Bennett,desireebailey@example.org,2024-06-26,REGULAR
CUST00295,Jenna Anderson DVM,avilatiffany@example.com,2024-01-03,REGULAR
CUST00296,Kimberly Patel,johnreed@example.com,2025-08-31,REGULAR
CUST00297,Shaun Cannon,pachecorobert@example.org,2024-08-25,PREMIUM
CUST00298,Austin Wheeler,tharper@example.org,2025-12-20,REGULAR
CUST00299,Andrew Gonzales,karenparsons@example.org,2024-08-27,PREMIUM
CUST00300,Donna Cabrera,barbara53@example.com,2025-10-02,REGULAR
CUST00301,Victoria Boyd,dturner@example.net,2024-07-21,REGULAR
CUST00302,Sheryl Buck,dpeters@example.com,2024-08-18,REGULAR
CUST00303,Megan Floyd,heather62@example.com,2024-09-29,REGULAR
CUST00304,Paul Wells,kevinzimmerman@example.com,2024-06-18,REGULAR
CUST00305,Kristina Faulkner,paulscott@example.com,2026-04-24,PREMIUM
CUST00306,Tammy Boone,nicholsmaria@example.org,2025-03-25,REGULAR
CUST00307,Michael Morrison,lopezkathleen@example.net,2024-11-07,PREMIUM
CUST00308,Claire Clark,kevin03@example.org,2025-05-27,REGULAR
CUST00309,Autumn Key,srocha@example.net,2024-03-23,REGULAR
CUST00310,Jennifer Allen,kimberly67@example.net,2025-03-18,REGULAR
CUST00311,Elizabeth Ward,zowens@example.net,2024-01-27,REGULAR
CUST00312,Ryan Rocha,lawrence09@example.org,2025-11-21,REGULAR
CUST00313,Alexis Tran,mphillips@example.com,2024-01-22,REGULAR
CUST00314,Kelly Sanchez,jonathan77@example.com,2026-02-20,REGULAR
CUST00315,Robert Jackson,iwhite@example.net,2025-10-29,PREMIUM
CUST00316,Kelly Combs,landryelizabeth@example.org,2024-07-04,REGULAR
CUST00317,Ryan Hall,albertwagner@example.com,2026-04-13,VIP
CUST00318,Mark Peck,bhopkins@example.org,2025-04-26,REGULAR
CUST00319,Jennifer Smith,amanda40@example.net,2024-11-24,PREMIUM
CUST00320,Megan Drake,danieldavis@example.org,2024-12-03,REGULAR
CUST00321,Manuel King,joseph61@example.com,2024-10-22,PREMIUM
CUST00322,Judy Sanchez,kevinclayton@example.org,2025-07-17,REGULAR
CUST00323,Shannon Malone,sullivannicholas@example.com,2024-11-18,REGULAR
CUST00324,Adam Jackson,pbruce@example.com,2026-03-02,PREMIUM
CUST00325,Shannon Davis,hallrachel@example.net,2026-04-24,REGULAR
CUST00326,Karen Williams,cohenjuan@example.net,2025-07-09,REGULAR
CUST00327,Amanda Mcfarland,alexis39@example.org,2024-07-11,REGULAR
CUST00328,Michelle Sanders,evansanne@example.net,2026-02-13,REGULAR
CUST00329,Jasmine Mosley,patrick21@example.net,2026-02-17,REGULAR
CUST00330,Haley Davis,marypeterson@example.net,2025-07-16,PREMIUM
CUST00331,Jennifer Ayala,walterskristen@example.com,2025-03-24,REGULAR
CUST00332,Henry Pugh MD,nmiller@example.com,2025-10-07,PREMIUM
CUST00333,Michelle Miller,normanbowers@example.org,2025-12-27,REGULAR
CUST00334,Emily Rodriguez,hahnsean@example.com,2024-01-15,REGULAR
CUST00335,Brandon Jordan,fgarcia@example.com,2024-08-18,REGULAR
CUST00336,Linda Mueller,asmith@example.com,2024-04-30,PREMIUM
CUST00337,Misty Hansen,ashleyjackson@example.com,2025-05-25,REGULAR
CUST00338,Derrick Adams,bryanhamilton@example.com,2024-10-06,PREMIUM
CUST00339,Richard Ward,jennifersimpson@example.net,2025-04-28,REGULAR
CUST00340,Brian Torres,ncook@example.com,2024-05-28,REGULAR
CUST00341,Erin Cook,kevinmorrison@example.net,2025-09-05,PREMIUM
CUST00342,Ernest Oconnell,kelly79@example.org,2024-05-19,REGULAR
CUST00343,Douglas Hartman,daniel93@example.net,2026-03-19,REGULAR
CUST00344,Catherine Saunders MD,nhahn@example.com,2026-03-17,REGULAR
CUST00345,Sandra Jones,ichambers@example.net,2024-01-03,PREMIUM
CUST00346,David Moore,emccormick@example.com,2026-05-07,REGULAR
CUST00347,Karen Morales DDS,ystephens@example.com,2025-11-06,PREMIUM
CUST00348,Robin Wheeler,rodriguezjohn@example.net,2025-04-02,REGULAR
CUST00349,Matthew Williams,vrasmussen@example.com,2024-12-06,PREMIUM
CUST00350,Brett Walker,seanmyers@example.net,2025-01-21,PREMIUM
CUST00351,Kathryn Cooper,webbkenneth@example.org,2026-06-09,VIP
CUST00352,Todd Thomas,matthew38@example.com,2024-09-01,REGULAR
CUST00353,Brent Bowen,tflores@example.org,2026-05-26,REGULAR
CUST00354,Ashley Sweeney,byrdfrank@example.net,2026-02-01,PREMIUM
CUST00355,Christopher Moore,omullen@example.com,2026-04-10,REGULAR
CUST00356,Charlotte Sandoval,njohnson@example.org,2025-11-10,VIP
CUST00357,Jeffrey Smith,jamiegoodwin@example.org,2025-05-22,REGULAR
CUST00358,Rebecca Herrera,mark71@example.com,2025-08-27,PREMIUM
CUST00359,Katherine Church,candice96@example.net,2026-06-14,REGULAR
CUST00360,Harold Ellis,lisamccarthy@example.com,2026-07-21,REGULAR
CUST00361,Leslie Powers,david41@example.org,2024-05-27,PREMIUM
CUST00362,Charles Price,baileyhenderson@example.com,2024-06-07,REGULAR
CUST00363,Melissa Brewer,angelaburns@example.org,2024-09-28,REGULAR
CUST00364,Ryan Harvey,stephanie72@example.org,2025-02-11,REGULAR
CUST00365,Tracey Wagner,fortiz@example.com,2024-12-02,REGULAR
CUST00366,Jill Jackson,flynnjeffrey@example.org,2024-11-20,PREMIUM
CUST00367,Joshua Jackson,xcunningham@example.com,2026-02-16,PREMIUM
CUST00368,Ashley Wilson,amber07@example.net,2024-02-06,REGULAR
CUST00369,Jeffery Fitzgerald,not-an-email,2025-10-08,VIP
CUST00370,Scott Miller,rowejoel@example.net,2026-02-03,REGULAR
CUST00371,Heather Page,imartin@example.org,2024-04-10,PREMIUM
CUST00372,Renee Hudson,candice25@example.net,2024-04-12,REGULAR
CUST00373,Kenneth Farley,taylorkaren@example.com,2024-11-02,REGULAR
